Frequency (Hz)	Level (dB)
283.203125	-62.796719
284.179688	-62.562378
285.156250	-63.027409
286.132812	-62.889553
287.109375	-62.696938
288.085938	-62.344078
289.062500	-61.619591
290.039062	-62.771080
291.015625	-62.984001
291.992188	-62.417732
292.968750	-62.967407
293.945312	-63.300735
294.921875	-64.050392
295.898438	-63.024967
296.875000	-63.587601
297.851562	-64.395950
298.828125	-64.570374
299.804688	-64.771164
300.781250	-65.330307
301.757812	-65.806114
302.734375	-64.849861
303.710938	-65.384270
304.687500	-65.695091
305.664062	-66.146622
306.640625	-66.351219
307.617188	-66.391731
308.593750	-65.875916
309.570312	-67.314316
310.546875	-67.349388
311.523438	-67.920036
312.500000	-67.809006
313.476562	-68.634811
314.453125	-68.268959
315.429688	-67.875931
316.406250	-67.860573
317.382812	-69.620651
318.359375	-69.071907
319.335938	-69.305542
320.312500	-70.275650
321.289062	-70.249557
322.265625	-70.520828
323.242188	-70.076988
324.218750	-70.960297
325.195312	-70.318718
326.171875	-70.602119
327.148438	-71.784843
328.125000	-70.548637
329.101562	-72.260345
330.078125	-71.579460
331.054688	-71.384102
332.031250	-71.049881
333.007812	-71.145607
333.984375	-71.579834
334.960938	-72.740845
335.937500	-72.042809
336.914062	-73.332840
337.890625	-71.356285
338.867188	-72.337234
339.843750	-72.695808
340.820312	-72.952560
341.796875	-73.713707
342.773438	-73.607018
343.750000	-72.906609
344.726562	-72.617439
345.703125	-73.804710
346.679688	-73.560036
347.656250	-72.912102
348.632812	-73.303207
349.609375	-73.839661
350.585938	-73.989998
351.562500	-74.138229
352.539062	-74.055588
353.515625	-74.447807
354.492188	-74.506592
355.468750	-73.896927
356.445312	-74.111481
357.421875	-74.259102
358.398438	-74.283501
359.375000	-74.818710
360.351562	-75.509407
361.328125	-75.072403
362.304688	-75.023918
363.281250	-75.303795
364.257812	-75.325066
365.234375	-75.211105
366.210938	-75.120033
367.187500	-75.150185
368.164062	-74.690765
369.140625	-75.810486
370.117188	-75.648911
371.093750	-75.058456
372.070312	-75.783051
373.046875	-75.455872
374.023438	-75.622032
375.000000	-76.244926
375.976562	-76.020584
376.953125	-76.401314
377.929688	-75.532341
378.906250	-75.916183
379.882812	-75.344795
380.859375	-76.246452
381.835938	-76.759804
382.812500	-77.236549
383.789062	-76.288414
384.765625	-76.327744
385.742188	-76.719383
386.718750	-76.850204
387.695312	-76.036423
388.671875	-77.250214
389.648438	-76.903511
390.625000	-76.742851
391.601562	-77.060005
392.578125	-77.179329
393.554688	-75.651184
394.531250	-76.841942
395.507812	-76.362579
396.484375	-76.052292
397.460938	-77.247566
398.437500	-76.657135
399.414062	-76.861191
400.390625	-77.182167
401.367188	-76.598999
402.343750	-77.144348
403.320312	-77.215523
404.296875	-76.641739
405.273438	-76.842735
406.250000	-77.386528
407.226562	-76.952461
408.203125	-77.015694
409.179688	-76.689438
410.156250	-77.604889
411.132812	-76.945473
412.109375	-76.724457
413.085938	-76.996750
414.062500	-77.210510
415.039062	-77.616196
416.015625	-76.596436
416.992188	-77.358589
417.968750	-77.231812
418.945312	-77.117157
419.921875	-77.209366
420.898438	-77.300331
421.875000	-77.095284
422.851562	-76.592590
423.828125	-77.832512
424.804688	-76.331017
425.781250	-76.449181
426.757812	-76.854942
427.734375	-77.256729
428.710938	-77.440063
429.687500	-77.196365
430.664062	-77.465599
431.640625	-76.307343
432.617188	-77.468773
433.593750	-76.986771
434.570312	-76.076050
435.546875	-77.546272
436.523438	-77.227905
437.500000	-76.390205
438.476562	-77.612686
439.453125	-76.968201
440.429688	-77.651047
441.406250	-76.448784
