Frequency (Hz)	Level (dB)
461.914062	-73.839882
462.890625	-74.034630
463.867188	-73.570602
464.843750	-73.827110
465.820312	-73.146286
466.796875	-73.518242
467.773438	-73.673317
468.750000	-74.010727
469.726562	-73.293953
470.703125	-73.204643
471.679688	-72.606049
472.656250	-72.230530
473.632812	-74.129013
474.609375	-72.561279
475.585938	-72.900375
476.562500	-72.155457
477.539062	-72.403061
478.515625	-72.091164
479.492188	-71.518066
480.468750	-72.357277
481.445312	-71.525955
482.421875	-71.190514
483.398438	-70.766533
484.375000	-71.022377
485.351562	-71.783096
486.328125	-71.537979
487.304688	-71.044395
488.281250	-70.043022
489.257812	-69.868767
490.234375	-71.079002
491.210938	-70.022141
492.187500	-69.657471
493.164062	-70.158470
494.140625	-69.222145
495.117188	-68.611588
496.093750	-68.697281
497.070312	-69.464066
498.046875	-69.372131
499.023438	-68.758400
500.000000	-68.651787
500.976562	-67.347633
501.953125	-68.223869
502.929688	-68.155014
503.906250	-67.304901
504.882812	-67.679436
505.859375	-67.557281
506.835938	-66.030113
507.812500	-66.640511
508.789062	-65.959106
509.765625	-66.498055
510.742188	-65.182732
511.718750	-65.829903
512.695312	-65.251320
513.671875	-65.624229
514.648438	-65.794022
515.625000	-64.763359
516.601562	-64.197266
517.578125	-64.744781
518.554688	-63.696335
519.531250	-63.174259
520.507812	-63.129639
521.484375	-62.779610
522.460938	-63.605560
523.437500	-62.694462
524.414062	-62.540287
525.390625	-62.480461
526.367188	-61.699963
527.343750	-62.174324
528.320312	-61.590134
529.296875	-61.084026
530.273438	-62.000168
531.250000	-61.746445
532.226562	-61.715622
533.203125	-61.590347
534.179688	-62.369461
535.156250	-61.873627
536.132812	-62.724194
537.109375	-62.147755
538.085938	-63.347435
539.062500	-63.957989
540.039062	-62.750084
541.015625	-62.868073
541.992188	-63.088810
542.968750	-64.358109
543.945312	-64.721909
544.921875	-64.140182
545.898438	-64.497543
546.875000	-64.725075
547.851562	-64.660469
548.828125	-65.219925
549.804688	-66.046669
550.781250	-67.200890
551.757812	-67.058762
552.734375	-66.457626
553.710938	-66.538132
554.687500	-67.258644
555.664062	-67.255791
556.640625	-67.082848
557.617188	-68.013832
558.593750	-68.121651
559.570312	-67.422592
560.546875	-68.157494
561.523438	-68.063843
562.500000	-67.641235
563.476562	-69.216255
564.453125	-68.735565
565.429688	-69.116028
566.406250	-68.873840
567.382812	-68.808418
568.359375	-69.803741
569.335938	-70.085907
570.312500	-70.262756
571.289062	-69.590553
572.265625	-69.410957
573.242188	-70.242653
574.218750	-70.205734
575.195312	-70.885841
576.171875	-70.510269
577.148438	-70.544418
578.125000	-70.566719
579.101562	-71.889587
580.078125	-71.085831
581.054688	-71.217194
582.031250	-71.497353
583.007812	-70.569046
583.984375	-70.997269
584.960938	-71.528778
585.937500	-71.516762
586.914062	-70.486137
587.890625	-71.269951
588.867188	-71.915543
589.843750	-72.059822
590.820312	-72.866890
591.796875	-72.084915
592.773438	-72.396675
593.750000	-72.850777
594.726562	-72.812927
595.703125	-72.772461
596.679688	-72.843155
597.656250	-73.499535
598.632812	-73.087112
599.609375	-71.886276
600.585938	-73.276581
601.562500	-74.201279
602.539062	-72.988991
603.515625	-74.132362
604.492188	-74.147049
605.468750	-73.557884
606.445312	-72.796616
607.421875	-73.533379
608.398438	-73.848640
609.375000	-72.876381
610.351562	-73.653381
611.328125	-74.665863
612.304688	-74.627991
613.281250	-72.919403
614.257812	-73.758957
615.234375	-74.853340
616.210938	-74.550735
617.187500	-74.194885
618.164062	-74.509895
619.140625	-74.521713
620.117188	-74.529236
621.093750	-75.137360
622.070312	-74.365189
623.046875	-74.961357
624.023438	-74.755928
625.000000	-74.590607
625.976562	-75.609421
626.953125	-75.342484
627.929688	-74.219765
628.906250	-74.325272
629.882812	-75.267921
630.859375	-74.201073
631.835938	-75.093582
632.812500	-74.872383
633.789062	-74.858475
634.765625	-73.917328
635.742188	-74.636147
636.718750	-75.130669
637.695312	-74.743912
638.671875	-76.125839
639.648438	-75.813553
640.625000	-75.473473
641.601562	-74.703033
642.578125	-75.486046
643.554688	-75.022018
644.531250	-75.770081
645.507812	-74.813461
646.484375	-75.518219
647.460938	-75.136055
648.437500	-75.695816
649.414062	-74.911491
650.390625	-75.207489
651.367188	-74.603470
652.343750	-74.818352
653.320312	-75.584724
654.296875	-75.463882
655.273438	-75.105286
656.250000	-74.787598
657.226562	-75.092979
658.203125	-74.883141
659.179688	-74.728577
660.156250	-75.372017
661.132812	-75.353577
662.109375	-75.452919
663.085938	-75.444008
664.062500	-75.595360
665.039062	-75.975548
666.015625	-76.060898
666.992188	-75.890327
667.968750	-74.550034
668.945312	-75.233788
669.921875	-75.433617
670.898438	-75.267776
671.875000	-75.063690
672.851562	-74.838646
673.828125	-74.354744
674.804688	-74.715828
675.781250	-75.173126
676.757812	-75.925789
677.734375	-75.505409
678.710938	-75.143982
679.687500	-74.664864
680.664062	-75.213249
681.640625	-75.037148
682.617188	-75.261391
683.593750	-74.470383
684.570312	-75.010277
685.546875	-74.776146
686.523438	-75.042068
687.500000	-75.662956
688.476562	-74.498741
689.453125	-74.546944
690.429688	-74.818710
691.406250	-74.215248
692.382812	-74.628502
693.359375	-75.242630
694.335938	-74.803719
