Frequency (Hz)	Level (dB)
854.492188	-75.161163
855.468750	-75.750450
856.445312	-75.612839
857.421875	-75.209946
858.398438	-75.312363
859.375000	-76.128616
860.351562	-76.035469
861.328125	-75.496803
862.304688	-75.581039
863.281250	-75.351608
864.257812	-75.204689
865.234375	-75.575394
866.210938	-74.162636
867.187500	-75.500923
868.164062	-76.773468
869.140625	-75.772743
870.117188	-75.798279
871.093750	-76.050369
872.070312	-75.888634
873.046875	-75.771652
874.023438	-76.862488
875.000000	-75.916725
875.976562	-75.371895
876.953125	-76.118027
877.929688	-76.138985
878.906250	-76.317856
879.882812	-76.635399
880.859375	-76.288696
881.835938	-75.976669
882.812500	-76.275787
883.789062	-75.437958
884.765625	-75.276367
885.742188	-75.929825
886.718750	-75.854561
887.695312	-75.369392
888.671875	-75.998878
889.648438	-75.820297
890.625000	-76.372910
891.601562	-76.461761
892.578125	-76.684540
893.554688	-76.740173
894.531250	-76.210403
895.507812	-77.058197
896.484375	-76.731125
897.460938	-76.450592
898.437500	-76.996048
899.414062	-76.635147
900.390625	-76.578873
901.367188	-76.322136
902.343750	-76.619965
903.320312	-76.663551
904.296875	-77.146278
905.273438	-75.812683
906.250000	-76.262146
907.226562	-75.891876
908.203125	-76.287224
909.179688	-76.153267
910.156250	-75.878784
911.132812	-76.421646
912.109375	-75.640480
913.085938	-75.582268
914.062500	-76.606483
915.039062	-76.427048
916.015625	-76.313698
916.992188	-76.210724
917.968750	-76.255898
918.945312	-75.388718
919.921875	-76.021645
920.898438	-76.246422
921.875000	-76.638771
922.851562	-76.663155
923.828125	-75.725029
924.804688	-75.526772
925.781250	-75.335022
926.757812	-75.961311
927.734375	-74.915108
928.710938	-75.321739
929.687500	-76.212440
930.664062	-75.879791
931.640625	-74.618347
932.617188	-75.499695
933.593750	-75.546509
934.570312	-75.220566
935.546875	-75.918213
936.523438	-75.268173
937.500000	-74.529335
938.476562	-75.572090
939.453125	-75.618172
940.429688	-74.867455
941.406250	-75.786339
942.382812	-75.653481
943.359375	-74.988670
944.335938	-75.256760
945.312500	-74.670067
946.289062	-75.648865
947.265625	-75.709679
948.242188	-75.240929
949.218750	-74.536125
950.195312	-74.630257
951.171875	-75.001259
952.148438	-74.365990
953.125000	-74.089088
954.101562	-74.940536
955.078125	-75.363953
956.054688	-75.346962
957.031250	-74.423805
958.007812	-74.127312
958.984375	-74.935341
959.960938	-74.378876
960.937500	-73.127197
961.914062	-74.134819
962.890625	-74.265198
963.867188	-74.144287
964.843750	-73.699646
965.820312	-74.626030
966.796875	-75.144264
967.773438	-74.466324
968.750000	-73.781487
969.726562	-74.004066
970.703125	-73.955437
971.679688	-74.075157
972.656250	-74.058830
973.632812	-74.009636
974.609375	-74.845970
975.585938	-74.526939
976.562500	-73.802505
977.539062	-73.854874
978.515625	-73.980370
979.492188	-73.826691
980.468750	-73.191513
981.445312	-73.020271
982.421875	-73.327782
983.398438	-73.394722
984.375000	-73.887009
985.351562	-73.553474
986.328125	-72.979729
987.304688	-72.972466
988.281250	-72.543488
989.257812	-72.766167
990.234375	-73.748268
991.210938	-72.998840
992.187500	-72.631393
993.164062	-72.838997
994.140625	-71.898872
995.117188	-72.662506
996.093750	-71.380829
997.070312	-72.575424
998.046875	-72.090012
999.023438	-71.791618
1000.000000	-71.991280
1000.976562	-72.576668
1001.953125	-71.690063
1002.929688	-71.353951
1003.906250	-72.182251
1004.882812	-72.491684
1005.859375	-71.543350
1006.835938	-72.093475
1007.812500	-71.963936
1008.789062	-72.292763
1009.765625	-71.597588
1010.742188	-71.045052
1011.718750	-71.464828
1012.695312	-69.874649
1013.671875	-70.682487
1014.648438	-70.754532
1015.625000	-70.219460
1016.601562	-71.026436
1017.578125	-70.751373
1018.554688	-70.161224
